Result,Code,Time,Retry,Thumbnail,Component,Touchpoint,Tag,SourceURL,ExpectedDestination
,,,,,Agoda,EdgeFav,22C1,https://www.agoda.com/?cid=1649895&tag=NW22C1EF,https://www.agoda.com cid=1649895&tag=NW22C1EF
